True_Value,Predicted_Value,Set
7.6916,6.386994799385211,Train
7.1176,8.363965541758134,Train
12.341,13.18091986352499,Train
17.6792,16.198603086203963,Train
10.906,11.624097177312535,Train
-2.9274,-2.185713260369244,Train
19.6308,11.038121795156702,Train
14.1204,15.5187081719247,Train
18.1384,17.451887268830824,Train
7.2898,6.950385721131678,Train
4.018,2.841856549965594,Train
12.8002,18.557218185927837,Train
11.5948,12.84198484542072,Train
5.9122,5.261770779060082,Train
4.4772,6.227358465493172,Train
5.2234,6.157174166648712,Train
2.583,3.519821830916941,Train
-5.2808,3.218682864807807,Train
15.5554,13.951695938481354,Train
3.3866,0.005102621996314838,Train
15.8424,14.074612580566013,Train
16.5886,18.066708753707477,Train
15.7276,15.377379148564277,Train
5.3382,5.810038847993809,Train
-11.8818,-9.351225133017145,Train
0.9758,0.7969693541240268,Train
-11.5374,-10.8080089366463,Train
15.3258,9.057903895275068,Train
2.009,3.2432463150258837,Train
11.0782,8.80941004013461,Train
16.1294,13.007143424476844,Train
6.8306,8.124050826234152,Train
-5.2234,-4.691555643925824,Train
6.7158,10.4470449419327,Train
1.6072,4.644626883488107,Train
8.9544,9.11889604190018,Train
-5.5678,-2.216905315585853,Train
2.3534,4.833756841688616,Train
12.2262,12.402246080335477,Train
9.3562,10.303770446738724,Train
14.5796,10.525686372890485,Train
16.0146,12.322090987174434,Train
13.202,13.645274741129525,Train
-0.5166,1.3393860336955559,Train
16.3016,13.499403553327486,Train
2.2386,2.3233943357688087,Train
-4.1328,-0.433442184261418,Train
5.5678,7.301132950516614,Train
-3.2144,-3.3624673969350507,Train
6.2566,7.827552236285415,Train
8.036,10.584607498753645,Train
-3.0996,-3.7690010756997605,Train
4.8216,5.105988448038901,Train
4.6494,6.366344476409087,Train
15.4406,15.504137194729044,Train
13.2594,9.013035514747841,Train
4.1328,4.496247108571236,Train
13.0872,12.127129250917935,Train
-6.8306,-3.859819236201057,Train
4.3624,3.5266648551574376,Train
0.574,3.8120694412258436,Train
4.5346,6.505151692141546,Train
5.453,3.255402296109894,Train
11.48,11.948940197511115,Train
-7.175,-4.504873883913106,Train
2.2386,4.013282658922843,Train
13.0872,12.127129250917935,Train
2.1812,3.3361101630340375,Train
0.4018,2.185282167636717,Train
7.749,2.7905599517917032,Train
2.583,0.8932934258079985,Train
17.3922,16.245301234213308,Train
-5.2808,-3.8215837904035403,Train
9.3562,7.5637069258106155,Train
12.1114,11.91964288478042,Train
5.3382,6.8132023242332975,Train
0.574,8.30721243826907,Train
9.3562,10.002985829610173,Train
-4.3624,-1.0192592147664286,Train
-2.3534,-1.6632123314431553,Train
19.6308,19.36714802680503,Train
12.2262,12.595047974177781,Train
7.175,4.487800740903722,Train
3.2718,3.6323140269205147,Train
11.8244,11.702749184097847,Train
1.4924,2.713985093251866,Train
4.4772,6.881253124573233,Train
11.1356,11.724161667219125,Train
2.7552,3.041881241796748,Train
4.1328,2.356887788647324,Train
0.1722,-0.39991281134381573,Train
-0.1148,-2.868517526588345,Train
13.8334,14.169355582120827,Train
19.7456,16.57070179773135,Train
9.0692,10.207844397444614,Train
4.592,2.5280828846736085,Train
15.0962,11.635184045198766,Train
-6.027,-2.0778408021499164,Train
9.471,12.692926799680937,Train
-15.8424,-9.21153117863069,Train
1.6646,2.3127515824151494,Train
0.1722,0.7890818378440656,Train
13.4316,8.76291413123077,Train
10.9634,12.80336080539709,Train
12.3984,12.360633044499385,Train
4.018,5.416719208155664,Train
3.5588,7.980061080087888,Train
-6.9454,-6.336758774564801,Train
7.9212,8.46234748434071,Train
17.9088,13.372046318475753,Train
5.5678,4.9852123974660145,Train
11.5948,11.384517334497446,Train
6.7732,11.044307307384498,Train
-2.2386,-0.9897272965810426,Train
4.8216,5.105988448038901,Train
10.9634,10.340650248825412,Train
12.341,12.40260263138962,Train
5.3382,5.755362862765935,Train
1.8368,1.0382773067632662,Train
5.166,7.111249507901174,Train
9.758,7.082231363830698,Train
11.6522,14.714966331879015,Train
9.0118,7.1791019098030056,Train
13.7186,13.938083366674688,Train
22.7304,21.056772707549424,Train
1.0332,-1.035552640418615,Train
-0.0574,-2.4934642385223995,Train
